case_id,question,choices,route,task_match,selected_prototype_ids,target_phenotypes,phenotype_relevance_score,reason,use_pathology_agent
TCGA-AO-A0J9,what are the recommendations for further evaluation and staging?,"[""perform hormone receptor and her2 testing"", ""perform additional tests for vascular invasion"", ""perform additional tests for benign breast parenchymal changes"", ""perform additional tests for scar measurement""]",nonvisual,none,[],[],0.0,"The question asks for clinical management recommendations (further evaluation and staging) based on guidelines, which are report-dependent or external clinical facts, not directly observable features on the WSI or available in the provided morphology/molecular prototypes.",False
TCGA-D8-A1JK,what is the histopathological diagnosis of the breast?,"[""invasive lobular carcinoma"", ""non-invasive ductal carcinoma"", ""ductal carcinoma in situ"", ""invasive ductal carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histopathological diagnosis (histological type), which is directly covered by prototype P001 (histological_type_label) that distinguishes between ductal, lobular, in-situ, and invasive types.",True
TCGA-D8-A1JK,which hormone receptors were found in the neoplastic cell nuclei?,"[""estrogen receptors only"", ""progesterone receptors only"", ""both estrogen and progesterone receptors"", ""neither estrogen nor progesterone receptors""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",0.95,"The question asks for the status of estrogen and progesterone receptors, which directly corresponds to the ER_status_label (P013) and PR_status_label (P014) prototypes in the catalog.",False
TCGA-D8-A1JK,what was the reaction of the her2 protein test in the invasive cancerous cells?,"[""positive reaction"", ""negative reaction"", ""inconclusive result"", ""no her2 protein detected""]",nonvisual,none,[],[],0.0,"The question explicitly asks for the result of a specific HER2 protein test (an assay), which is a measured clinical fact, not a WSI-derived morphological prediction or H&E visible feature.",False
TCGA-D8-A1JK,what is the tumor grade of the breast?,"[""nhg1"", ""nhg2"", ""nhg3"", ""nhg4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the tumor grade, which is directly covered by the histologic_grade_label prototype (P006).",True
TCGA-D8-A1JK,what is the pathological tumor size of the breast?,"[""pt1"", ""pt2"", ""pt3"", ""pt4""]",nonvisual,none,[],[],0.0,"Pathological tumor size (pT category) is a clinical measurement derived from the gross specimen and pathology report, not a feature visible or predictable from H&E morphology or WSI images.",False
TCGA-A2-A0CK,what was the size of the tumor?,"[""0.5 cm"", ""0.5 mm"", ""1.5 cm"", ""2.5 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not visible on H&E slides or derivable from the provided WSI-derived morphology prototypes.,False
TCGA-A2-A0CK,what was the pre-operative diagnosis?,"[""malignancy"", ""fibrous tissue"", ""saa"", ""lobular carcinoma in situ""]",nonvisual,none,[],[],0.0,"The question asks for the 'pre-operative diagnosis', which is a clinical fact documented in a medical report or history, not a feature directly observable or predicted from the WSI morphology; the system limitation explicitly states WSI predictions are not measured clinical assay or report facts.",False
TCGA-A2-A0CK,what was the ajcc staging determined for this case?,"[""stage 0"", ""stage i"", ""stage ii"", ""stage iii""]",nonvisual,none,[],[],0.0,"The question asks for the AJCC staging determined for the case, which is a clinical staging classification derived from tumor size, nodal status, and metastasis found in the pathology report or clinical records, not a feature directly visible or predictable from the WSI morphology alone.",False
TCGA-A2-A0CK,what was the result of the evaluation for her2-neu overexpression?,"[""positive (3+)"", ""negative (1+)"", ""inconclusive"", ""not tested""]",nonvisual,none,[],[],0.0,"The question explicitly asks for the result of a specific molecular assay (HER2-neu overevaluation), which is a measured clinical fact (IHC/FISH) and not a WSI-derived morphological prediction covered by the provided catalog prototypes.",False
TCGA-A2-A0CK,what was the result of the her2/neu fish analysis?,"[""gene amplification detected"", ""gene amplification not detected"", ""inconclusive"", ""not tested""]",nonvisual,none,[],[],0.0,"The question explicitly asks for the result of a specific molecular assay (HER2/neu FISH), which is a measured clinical fact not derivable from WSI morphology or the provided phenotype prototypes.",False
TCGA-A2-A0CK,what was the result of the er/pr immunostains?,"[""positive"", ""negative"", ""inconclusive"", ""not tested""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",1.0,"The question explicitly asks for the results of ER and PR immunostains, which directly correspond to the fields covered by prototypes P013 (ER_status_label) and P014 (PR_status_label).",False
TCGA-OL-A5RX,what was the grade of the invasive ductal carcinoma found in the patient?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the histologic grade of the invasive ductal carcinoma, which is directly covered by prototype P006 (histologic_grade_label).",True
TCGA-OL-A5RX,was there any blood vessel or lymphatic invasion identified in the mastectomy specimen?,"[""yes"", ""no"", ""not mentioned"", ""inconclusive""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,"The question explicitly asks for the presence of lymphovascular invasion, which is directly covered by the lymphovascular_invasion_label field in prototype P007.",True
TCGA-OL-A5RX,what is the ptnm staging of the tumor in the patient?,"[""pt1c(m), no, mx"", ""ptx, no, m0"", ""pt1c(m), n1, m0"", ""pt1c(m), no, m1""]",nonvisual,none,[],[],0.0,"PTNM staging is a clinical synthesis of tumor size, node status, and metastasis derived from imaging, surgery, and pathology reports, not a feature directly visible or predictable from H&E morphology alone.",False
TCGA-OL-A5RX,what type of changes were found in the breast tissue of the patient?,"[""columnar cell changes, duct ectasia, and fibroadenoma"", ""apocrine metaplasia, intraductal papilloma, and fragments of implant capsule"", ""focal lactational changes and intraductal hyperplasia"", ""all of the above""]",morphology_only,none,[],[],0.0,"The question asks for specific benign histologic entities (columnar cell changes, duct ectasia, fibroadenoma, apocrine metaplasia, intraductal papilloma, lactational changes) which are not covered by the provided catalog prototypes focused on carcinoma types, grade, and molecular status; however, these are visible morphological features on H&E.",True
TCGA-OL-A5RX,were the excisional biopsy margins free of tumor?,"[""yes"", ""no"", ""not mentioned"", ""inconclusive""]",nonvisual,none,[],[],0.0,"The question asks about surgical excision margins, which is a clinical report fact regarding the extent of resection and cannot be determined from H&E morphology or WSI-derived phenotype prototypes.",False
TCGA-A2-A3XY,what is the final diagnosis of the patient?,"[""invasive ductal carcinoma (no special type) in right breast"", ""ductal carcinoma in situ in the left breast"", ""fibrocystic changes"", ""usual ductal hyperplasia""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the final diagnosis, which corresponds directly to the histological type label (P001) covering carcinoma types like invasive ductal carcinoma and DCIS listed in the choices.",True
TCGA-A2-A3XY,what is the nuclear grade of the ductal carcinoma in situ?,"[""grade 1"", ""grade 2"", ""grade 3"", ""not provided in the information.""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the nuclear grade of the specified lesion, which is directly covered by the histologic_grade_label prototype (P006).",True
TCGA-A2-A3XY,what are the hormone receptors of the patient?,"[""estrogen receptors positive, progesterone receptors negative"", ""estrogen receptors negative, progesterone receptors positive"", ""both estrogen and progesterone receptors positive"", ""both estrogen and progesterone receptor negative""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",1.0,"The question asks for hormone receptor status (ER and PR), which is directly covered by prototypes P013 (ER_status_label) and P014 (PR_status_label).",False
TCGA-A2-A3XY,is there any necrosis present in the tumor?,"[""yes, necrosis is present in invasive carcinoma but not in ductal carcinoma in situ"", ""yes, necrosis is present in ductal carcinoma in situ but not in invasive carcinoma"", ""no, there is no necrosis in either invasive or ductal carcinoma in situ"", ""yes, necrosis is present in both invasive and ductal carcinoma in situ.""]",phenotype_direct,direct,"[""P008"", ""P009"", ""P001""]","[""necrosis_binary"", ""comedonecrosis_binary"", ""histological_type_label""]",0.95,"The question asks about the presence of necrosis, which is directly covered by the necrosis_binary (P008) and comedonecrosis_binary (P009) prototypes; P001 is included to distinguish between invasive carcinoma and DCIS as specified in the choices.",False
TCGA-A2-A3XY,how big is the unifocal tumor?,"[""1.5 cm in greatest dimension"", ""2.0 cm in greatest dimension"", ""2.5 cm in greatest dimension"", ""3.0 cm in greatest dimension""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not visible on H&E slides or derivable from the provided WSI morphology prototypes.,False
TCGA-D8-A27M,what type of cancer has the patient been diagnosed with?,"[""lung cancer"", ""breast cancer"", ""skin cancer"", ""colon cancer""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the specific histological type of breast cancer, which is directly covered by the 'histological_type_label' prototype (P001) containing labels for ductal, lobular, and other carcinoma types.",True
TCGA-D8-A27M,what is the size of the tumor?,"[""1.5 x 0.8 x 1.2 cm"", ""3.2 x 1.6 x 2.4 cm"", ""2.6 x 1.2 x 1.8 cm"", ""2.0 x 1.0 x 1.5 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not derivable from histological morphology or WSI predictions.,False
TCGA-D8-A27M,does the cancer have estrogen and progesterone receptors?,"[""yes"", ""no"", ""the slide doesn't mention it"", ""insufficient information""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",1.0,"The question explicitly asks for ER and PR receptor status, which corresponds directly to the specific molecular prototypes P013 (ER_status_label) and P014 (PR_status_label) available in the catalog.",False
TCGA-D8-A27M,was the her2 protein staining positive or negative?,"[""positive"", ""negative"", ""the slide doesn't mention it"", ""insufficient information""]",nonvisual,none,[],[],0.0,"The question explicitly asks for the result of a specific molecular assay (HER2 protein staining), which is a measured clinical fact, not a WSI-derived morphological prediction or H&E visible feature.",False
TCGA-D8-A27M,what is the assigned histopathological grade?,"[""nhg1"", ""nhg2"", ""nhg3"", ""the slide doesn't mention it""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the histopathological grade, which is directly covered by prototype P006 (histologic_grade_label).",True
TCGA-AO-A1KP,what is the recommended treatment for the patient?,"[""lumpectomy"", ""chemotherapy"", ""total mastectomy"", ""radiation therapy""]",nonvisual,none,[],[],0.0,"The question asks for the recommended treatment, which is a clinical decision based on comprehensive patient data (staging, receptors, comorbidities) and is not directly observable from H&E morphology or WSI-derived phenotype predictions.",False
TCGA-AO-A1KP,what is the diagnosis of the patient based on?,"[""biopsy results"", ""physical examination"", ""imaging tests"", ""special studies""]",nonvisual,none,[],[],0.0,"The question asks for the source of the diagnosis (e.g., biopsy, imaging) rather than a specific histologic feature or molecular status visible on the slide, making it a metadata/clinical context question that cannot be answered by WSI phenotype prototypes.",False
TCGA-AO-A1KP,what is the nuclear grade of the invasive ductal carcinoma?,"[""high"", ""low"", ""moderate"", ""not mentioned""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the nuclear grade of invasive ductal carcinoma, which is directly covered by the histologic_grade_label prototype (P006) that maps to low, intermediate, and high grades.",True
TCGA-AO-A1KP,are all the tumor masses well-circumscribed and firm?,"[""yes"", ""no"", ""not mentioned"", ""cannot be determined""]",nonvisual,none,[],[],0.0,The question asks for macroscopic gross pathology features ('well-circumscribed' and 'firm') which are not visible on H&E slides or derivable from the provided WSI-derived histological/molecular prototypes.,False
TCGA-OL-A66P,what is the finding in the superior mastectomy flap?,"[""invasive ductal carcinoma;"", ""fibroadipose tissue with focal fat necrosis;"", ""atypical ductal hyperplasia;"", ""fibroadenomatous changes.""]",morphology_only,none,[],[],0.0,"The question asks for a specific histologic finding (fibroadipose tissue with focal fat necrosis) in the mastectomy flap, which is a benign, non-neoplastic change visible on H&E but not covered by the provided neoplastic phenotype prototypes.",True
TCGA-OL-A66P,how many foci of invasive ductal carcinoma are found in the breast simple mastectomy?,"[""one;"", ""two;"", ""three;"", ""four.""]",nonvisual,none,[],[],0.0,"The question asks for a specific count of foci ('how many'), which is a quantitative measurement of tumor burden not derivable from WSI-derived phenotype prototypes that only predict histological type or binary features.",False
TCGA-OL-A66P,what is one of the changes mentioned in the slide outside the primary finding?,"[""metastatic carcinoma;"", ""fibroadipose tissue in the inferior and medial flaps;"", ""intraductal carcinoma in situ;"", ""normal breast tissue.""]",morphology_only,none,[],[],0.0,"The question asks for a specific descriptive finding ('fibroadipose tissue') in the surrounding tissue outside the primary lesion, which is a visible histologic feature not covered by the provided diagnostic phenotype prototypes.",True
TCGA-D8-A73U,what is the clinical diagnosis of the patient?,"[""suspicion of cancer in the right breast"", ""suspicion of cancer in the left breast"", ""suspicion of cancer in both breasts"", ""suspicion of cancer in an unknown location""]",nonvisual,none,[],[],0.0,"The question asks for the 'clinical diagnosis' regarding the specific breast location (right, left, or both), which is a clinical metadata or report-dependent fact not derivable from WSI morphology or the provided phenotype prototypes.",False
TCGA-D8-A73U,what is the histopathological examination result of the tumor?,"[""invasive ductal carcinoma"", ""invasive lobular carcinoma"", ""ductal carcinoma in situ"", ""fibroadenoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histopathological diagnosis (invasive ductal vs. lobular vs. DCIS vs. fibroadenoma), which maps directly to the 'histological_type_label' field in prototype P001.",True
TCGA-D8-A73U,what was the size of the tumor?,"[""4x2.2x1.6cm"", ""2x1.6x4cm"", ""1.6x2x4cm"", ""2.2x4x1.6cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic clinical measurement documented in the pathology report or surgical record, not a feature visible on H&E slides or derivable from WSI morphology prototypes.",False
TCGA-D8-A73U,what type of carcinoma was identified microscopically?,"[""invasive ductal carcinoma"", ""invasive lobular carcinoma"", ""ductal carcinoma in situ"", ""fibroadenoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histological type of carcinoma identified microscopically, which maps directly to the 'histological_type_label' field in prototype P001 covering ductal, lobular, and in-situ variants.",True
TCGA-D8-A73U,what percentage of neoplastic cell nuclei had estrogen and progesterone receptors?,"[""15%"", ""25%"", ""50%"", ""75%""]",nonvisual,none,[],[],0.0,"The question asks for a specific quantitative percentage of positive nuclei, which requires a measured clinical assay (IHC) or report fact, not a WSI-derived binary status prediction or morphological observation.",False
TCGA-AO-A12D,what does the pathological slide indicate about the biopsy of the breast?,"[""the biopsy is negative for carcinoma"", ""the biopsy is positive for carcinoma"", ""the biopsy is positive for sclerosing adenosis"", ""the biopsy is positive for focal ductal carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the pathological diagnosis of the breast biopsy, which directly maps to the histological type label (P001) covering carcinoma types and in-situ components listed in the choices.",True
TCGA-AO-A12D,what other findings are mentioned in the pathological slide?,"[""no other findings are mentioned"", ""the presence of sclerosing adenosis and focal ductal carcinoma"", ""the biopsy is positive for carcinoma"", ""the slide does not mention any other findings""]",morphology_only,none,[],[],0.0,"The question asks for 'other findings' mentioned in the slide, which implies a request for specific histologic features (like sclerosing adenosis, inflammation, or benign changes) not covered by the core carcinoma phenotype prototypes; since no specific feature is targeted and the available prototypes only cover the primary diagnosis, grade, and receptors, this falls under morphology_only with no direct prototype match.",True
TCGA-AO-A12D,what additional tests are pending according to the slide?,"[""no additional tests are pending"", ""staining and test results"", ""biopsy results"", ""the slide does not mention any additional tests""]",nonvisual,none,[],[],0.0,"The question asks about administrative or procedural status ('pending tests') which is metadata or report content, not a histologic feature visible on the slide or derivable from the provided morphology/molecular prototypes.",False
TCGA-AO-A12D,is the diagnosis of carcinoma confirmed by the pathological slide?,"[""no, it is not confirmed"", ""yes, it is confirmed"", ""the slide does not provide a diagnosis"", ""the slide is inconclusive""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the confirmation of a carcinoma diagnosis, which is directly addressed by the histological type label (P001) that distinguishes carcinoma subtypes from non-neoplastic or benign conditions.",True
TCGA-E9-A1RE,what was the size of the tumor found in the breast?,"[""2.5 cm"", ""3.5 cm"", ""4.5 cm"", ""5.5 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not derivable from H&E morphology or WSI-derived phenotype prototypes.,False
TCGA-E9-A1RE,what type of carcinoma was found?,"[""infiltrating lobular carcinoma"", ""ductal carcinoma in situ"", ""infiltrating ductal carcinoma"", ""invasive lobular carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histological type of carcinoma, which is directly covered by the 'histological_type_label' prototype (P001) that lists all relevant carcinoma subtypes.",True
TCGA-E9-A1RE,were the margins of the tumor involved?,"[""yes"", ""no"", ""not specified"", ""partially""]",nonvisual,none,[],[],0.0,"The question asks for the status of surgical margins, which is a clinical report fact regarding specimen preparation and excision boundaries, not a histologic feature visible on H&E or a WSI-derived phenotype.",False
TCGA-E9-A1RE,was there evidence of venous invasion?,"[""yes"", ""no"", ""not specified"", ""partial evidence""]",nonvisual,none,[],[],0.0,"The question asks for evidence of 'venous invasion', which is a specific clinical/pathological finding often requiring microscopic confirmation of tumor cells within venous spaces. While lymphovascular invasion (P007) is a related category in the catalog, it typically encompasses both lymphatic and venous invasion but is not a direct proxy for 'venous' specifically, nor does the catalog contain a dedicated 'venous invasion' prototype. Furthermore, the question asks for 'evidence' in a way that implies a report or specific observation rather than a general WSI-derived prediction of the LVI label, and since no exact prototype exists for venous invasion alone, it falls under nonvisual where specific clinical evidence or report-dependent findings are sought.",False
TCGA-D8-A1JB,what was the size of the tumor in the breast?,"[""3.0 x 2.1 x 1.3 cm"", ""2.0 x 1.5 x 1.0 cm"", ""4.5 x 3.2 x 2.0 cm"", ""1.8 x 1.3 x 0.9 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement obtained from the pathology report or gross examination, not a feature visible on H&E slides or derivable from WSI morphology prototypes.",False
TCGA-D8-A1JB,what additional lesions were found in the glandular tissue?,"[""lobular carcinoma in situ (lcs) and mastopathia fibrosa et cystica"", ""adenosis sclerosans and calcifications"", ""columnar cell changes (ccc) and ductal carcinoma in situ (ocis)"", ""hyperplasia ductalis simplex (udh) and adenosis sclerosans""]",morphology_only,none,[],[],0.0,"The question asks for specific additional lesions (e.g., mastopathia, adenosis, CCC) which are benign or specific histologic patterns not covered by the provided catalog prototypes that focus on carcinoma types, grades, and receptor status.",True
TCGA-D8-A1JB,what was the diagnosis of the cancer in the breast?,"[""invasive ductal carcinoma (nhg2) with foci of ductal carcinoma in situ (ocis)"", ""invasive lobular carcinoma with foci of ductal carcinoma in situ (ocis)"", ""metastatic carcinoma in axillary lymph node no. 1/viii"", ""lobular carcinoma in situ (lcs) and mastopathia fibrosa et cystica, hyperplasia ductalis simplex (udh)""]",phenotype_direct,direct,"[""P001"", ""P004""]","[""histological_type_label"", ""dcis_binary""]",0.95,"The question asks for the specific histological diagnosis, which directly maps to the 'histological_type_label' (P001) and the presence of DCIS component (P004) available in the catalog prototypes.",True
TCGA-D8-A1JB,what was the immunophenotype of the neoplastic cells?,"[""e-cadherin positive and ck7 positive"", ""estrogen receptors positive and progesterone receptors positive"", ""her2 staining with a score of 2+"", ""her2/neu gene amplification""]",nonvisual,none,[],[],0.0,"The question explicitly asks for the specific results of an immunophenotype assay (e-cadherin, CK7, ER, PR, HER2), which constitutes a measured clinical fact or report finding rather than a WSI-derived morphological prediction; therefore, it falls under the nonvisual route as per the instruction to treat questions asking what an assay or report showed as nonvisual.",False
TCGA-C8-A1HJ,what is the chief complaint of the patient?,"[""breast tumor"", ""symptomatic"", ""lump in the breast"", ""pain""]",nonvisual,none,[],[],0.0,"The question asks for the patient's chief complaint (a clinical history item), which is metadata or report-dependent information not visible on H&E slides or derivable from the provided pathology prototypes.",False
TCGA-C8-A1HJ,what are the symptoms slideed by the patient?,"[""breast tumor"", ""symptomatic"", ""pain"", ""lump in the breast""]",nonvisual,none,[],[],0.0,"The question asks for patient-reported symptoms (e.g., pain, lump), which are clinical history findings not visible on the histology slide or derivable from the provided WSI phenotype prototypes.",False
TCGA-C8-A1HJ,what is the performance scale of the patient?,"[""symptomatic, in bed less than 50% of the day"", ""breast tumor"", ""lump in the breast"", ""pain""]",nonvisual,none,[],[],0.0,"The question asks for the patient's performance scale (e.g., ECOG), which is a clinical status metric derived from patient history and physical exam, not visible on H&E slides or covered by the provided morphology/molecular prototypes.",False
TCGA-C8-A1HJ,what is the menopausal status of the patient?,"[""post-menopausal"", ""breast tumor"", ""lump in the breast"", ""pain""]",nonvisual,none,[],[],0.0,Menopausal status is a clinical history fact not derivable from WSI morphology or standard pathology report fields available in the catalog.,False
TCGA-C8-A1HJ,what methods of birth control does the patient use?,"[""condom, oral contraceptive or iud"", ""breast tumor"", ""symptomatic"", ""pain""]",nonvisual,none,[],[],0.0,"The question asks for patient history regarding birth control methods, which is clinical metadata not visible on H&E slides or derivable from breast pathology morphology prototypes.",False
TCGA-C8-A1HJ,what information is not provided in the caption?,"[""results of diagnostic studies"", ""microscopic appearance of the tumor"", ""birth control methods"", ""menopausal status""]",nonvisual,none,[],[],0.0,"The question asks for information explicitly absent from the caption (e.g., birth control methods, menopausal status), which are clinical metadata or patient history fields not derivable from WSI morphology or standard pathology report features available in the visual context.",False
TCGA-A2-A1FW,what kind of cancer did the patient have?,"[""leukemia"", ""invasive ductal carcinoma"", ""lung cancer"", ""breast fibroadenoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the specific histological type of cancer, which is directly covered by prototype P001 (histological_type_label) that distinguishes between ductal, lobular, and other carcinoma types.",True
TCGA-A2-A1FW,what surgical procedures did the patient undergo?,"[""colonoscopy and biopsy"", ""endoscopy and abdominal surgery"", ""mastectomy and sentinel lymph node biopsy"", ""hysterectomy and oophorectomy""]",nonvisual,none,[],[],0.0,"The question asks for specific surgical procedures (clinical history), which are not visible on H&E slides or derivable from breast pathology morphology prototypes.",False
TCGA-A2-A1FW,what was the size of the tumor?,"[""75 mm"", ""9"", ""4 and 6"", ""13""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not derivable from H&E morphology or WSI-derived phenotype prototypes.,False
TCGA-A2-A1FW,what is the final pathological stage of the cancer?,"[""stage ia"", ""stage iiib"", ""stage iiia"", ""stage iv""]",phenotype_direct,direct,"[""P016""]","[""ajcc_pathologic_stage""]",1.0,"The question explicitly asks for the 'final pathological stage', which maps directly to the 'ajcc_pathologic_stage' field in prototype P016.",False
TCGA-A2-A1FW,what additional findings were noted on examination?,"[""no abnormalities were observed"", ""extensive angiolymphatic invasion and microcalcifications"", ""fibrocystic changes"", ""incidental fibroadenoma""]",morphology_only,none,[],[],0.0,"The question asks for 'additional findings' which is a generic term covering various H&E-visible features (e.g., fibrocystic changes, incidental fibroadenoma, invasion) not mapped to specific single-attribute catalog prototypes; therefore, no direct phenotype ID is selected, and the task relies on general morphological assessment.",True
TCGA-A2-A25A,what type of carcinoma was observed in the breast?,"[""ductal carcinoma"", ""lobular carcinoma"", ""squamous cell carcinoma"", ""basal cell carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histological type of carcinoma, which is directly covered by the 'histological_type_label' prototype (P001) that distinguishes between ductal, lobular, and other subtypes.",True
TCGA-A2-A25A,what type of hyperplasia was observed in the breast?,"[""atypical lobular hyperplasia"", ""atypical ductal hyperplasia"", ""focal hyperplasia"", ""ductal hyperplasia""]",morphology_only,none,[],[],0.0,"The question asks for a specific hyperplasia diagnosis (atypical vs. usual, focal vs. ductal) which is a distinct benign proliferative lesion category not covered by the provided catalog prototypes focused on carcinoma types, grades, or receptor status.",True
TCGA-A2-A25A,what was the percentage of nuclear staining for progesterone receptors in the patient's breast?,"[""70-80%"", ""80-90%"", ""90-100%"", ""50-60%""]",nonvisual,none,[],[],0.0,"The question asks for a specific quantitative percentage of nuclear staining from a progesterone receptor (PR) assay, which is a measured clinical fact or report value, not a WSI-derived morphological prediction or H&E visible feature.",False
TCGA-A2-A25A,was her2/neu amplification observed in the patient's slide?,"[""yes"", ""no"", ""unclear"", ""not mentioned""]",nonvisual,none,[],[],0.0,"The question explicitly asks about 'amplification' observed via a specific molecular assay (FISH or ISH), which is a measured clinical fact distinct from the WSI-derived HER2 status prediction (P015) available in the catalog.",False
TCGA-A2-A25A,what significant findings were observed in the patient's slide apart from breast carcinoma?,"[""no other significant finding is mentioned in the slide."", ""enlarged lymph nodes were observed."", ""malignant cells were found in the bone."", ""c:malignant cells were found in the bone. d:multiple metastases were observed in the liver.""]",nonvisual,none,[],[],0.0,"The question asks for findings 'apart from breast carcinoma' such as enlarged lymph nodes or bone metastases, which are macroscopic or distant metastatic findings not visible or definable by the provided H&E morphology prototypes (P001-P017) that focus on histological type, grade, and local invasion features.",False
TCGA-A2-A25A,which breast was scheduled for sentinel node biopsy?,"[""right breast"", ""left breast"", ""both breasts"", ""unclear""]",nonvisual,none,[],[],0.0,"The question asks for a specific clinical procedural detail (scheduled sentinel node biopsy laterality) which is a report-dependent fact or metadata, not a histologic feature visible on H&E or derivable from the provided WSI phenotype prototypes.",False
TCGA-A8-A09Q,what is the size of the breast tumor mentioned in the slide?,"[""2.5 cm"", ""3 cm"", ""4.5 cm"", ""6.3 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not visible or derivable from H&E histology or WSI morphology prototypes.,False
TCGA-A8-A09Q,what is the invasive status of the tumor mentioned in the slide?,"[""invasive ductal carcinoma"", ""infiltrated lymph nodes"", ""metastatic tumor"", ""benign tumor""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the invasive status (invasive vs in-situ), which is directly covered by the histological type label in prototype P001 that distinguishes between ductal carcinoma in situ and infiltrating ductal carcinoma.",True
TCGA-A8-A09Q,which breast tissue is affected by fibrolipomatous changes?,"[""tumor"", ""surrounding skin"", ""axillary lymph nodes"", ""rest of the breast tissue""]",nonvisual,none,[],[],0.0,"The question asks about the anatomical location of 'fibrolipomatous changes' (a specific benign condition like fibrolipomatous hamartoma), which is a macroscopic or radiological finding regarding tissue distribution, not a histological type, grade, or receptor status covered by the provided morphology or molecular prototypes.",False
TCGA-A8-A09Q,what is the grade of differentiation of the tumor mentioned in the slide?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question explicitly asks for the histologic grade of the tumor, which is directly covered by prototype P006 (histologic_grade_label) that provides a multiclass prediction for grade 1, 2, or 3.",True
TCGA-A8-A09Q,what is the recommended next step mentioned in the slide?,"[""further chemotherapy"", ""surgery"", ""additional malignancy testing"", ""radiation therapy""]",nonvisual,none,[],[],0.0,"The question asks for a clinical management recommendation ('next step') mentioned in the slide, which is a treatment decision dependent on clinical context and guidelines rather than a histologic feature visible on H&E or a WSI-derived phenotype.",False
TCGA-BH-A0EE,what is the diagnosis of the breast tumor?,"[""invasive ductal carcinoma"", ""intracystic papilloma"", ""fibrocystic changes with hyperplasia"", ""radial scar""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The question asks for the specific histological diagnosis of the breast tumor, which directly maps to the 'histological_type_label' field covered by prototype P001.",True
TCGA-BH-A0EE,what is the size of the tumor?,"[""1 cm"", ""3 cm"", ""5.5 cm"", ""8 cm""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic clinical measurement not visible on H&E slides or derivable from the provided WSI-derived morphology prototypes.,False
TCGA-BH-A0EE,what is the nottingham score of the tumor?,"[""6/9"", ""8/9"", ""9/10"", ""2/5""]",phenotype_direct,direct,"[""P011""]","[""nottingham_total_score""]",1.0,"The question explicitly asks for the Nottingham score, which corresponds directly to the 'nottingham_total_score' field (P011) in the catalog, despite the choice options using a different numerical scale.",True
