case_id,question,choices,route,task_match,selected_prototype_ids,target_phenotypes,phenotype_relevance_score,reason,use_pathology_agent
TCGA-A8-A08L,what is the tumor grade?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for tumor grade, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between grade 1, 2, and 3.",True
TCGA-A8-A08L,what is the cancer stage?,"[""stage i"", ""stage ii"", ""stage iii a"", ""stage iii b""]",phenotype_direct,direct,"[""P016""]","[""ajcc_pathologic_stage""]",1.0,"The AJCC pathologic stage prototype (P016) directly covers the specific stage categories listed in the choices (Stage I, II, IIIA, IIIB).",True
TCGA-AO-A0J9,"what is the size of the labeled ""right breast"" specimen received?","[""30.5 x 8 cm"", ""3.2 x 2.2 x 1 cm"", ""5 x 3 cm"", ""6.5 x 3.5 cm""]",nonvisual,none,[],[],0.0,"The question asks for the exact macroscopic dimensions of the specimen, which is a metadata fact from the pathology report and cannot be determined from WSI-derived morphology prototypes or local H&E patches.",False
TCGA-AO-A0J9,what is the measurement of the biopsy cavity?,"[""4 x 4 cm"", ""3.2 x 2.2 x 1 cm"", ""5 x 3 cm"", ""6.5 x 3.5 cm""]",nonvisual,none,[],[],0.0,"The question asks for the specific macroscopic measurement of the biopsy cavity, which is a physical dimension not derivable from H&E morphology or any of the provided WSI-derived phenotype prototypes.",False
TCGA-AO-A0J9,which sections are included in the pathological slide?,"[""nipple, nipple base, and skin defect"", ""nipple base, skin defect, and upper inner quadrant"", ""deep margin, lesion under the skin defect, and upper outer quadrant"", ""posterior fibrotic area, deep margin, and intramammary lymph nodes""]",nonvisual,none,[],[],0.0,"The question asks for specific macroscopic specimen sections (e.g., nipple, skin defect, quadrants) included in the slide, which is a gross pathology and metadata fact not assessable via H&E morphology or any available phenotype prototype.",False
TCGA-AO-A0J9,what does the pathology slide confirm the presence of in the breast?,"[""benign breast parenchymal changes"", ""invasive lobular carcinoma"", ""vascular invasion"", ""her2 testing""]",morphology_only,none,[],[],0.0,"The question asks for a general confirmation of findings on the slide, and the provided choices include benign changes, specific carcinoma types, vascular invasion, and a testing procedure; while histological type and LVI prototypes exist, they do not collectively cover the full semantic range of the mixed benign/malignant/invasion/test options sufficiently to act as a direct discriminator without additional morphology context, and 'HER2 testing' is a procedural query not covered by the HER2 status phenotype.",True
TCGA-AO-A0J9,what are the recommendations for further evaluation and staging?,"[""perform hormone receptor and her2 testing"", ""perform additional tests for vascular invasion"", ""perform additional tests for benign breast parenchymal changes"", ""perform additional tests for scar measurement""]",nonvisual,none,[],[],0.0,"The question asks for clinical management recommendations (further evaluation and staging) which depend on external factors like patient history, imaging, and specific assay results (e.g., FISH, IHC scores) not available in the WSI-derived morphology or molecular status prototypes.",False
TCGA-D8-A1JK,what is the histopathological diagnosis of the breast?,"[""invasive lobular carcinoma"", ""non-invasive ductal carcinoma"", ""ductal carcinoma in situ"", ""invasive ductal carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The histological_type_label prototype (P001) directly covers the four specific carcinoma types listed in the choices, allowing for a complete distinction between invasive and non-invasive ductal/lobular carcinomas.",True
TCGA-D8-A1JK,which hormone receptors were found in the neoplastic cell nuclei?,"[""estrogen receptors only"", ""progesterone receptors only"", ""both estrogen and progesterone receptors"", ""neither estrogen nor progesterone receptors""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",1.0,"The question asks for the status of estrogen and progesterone receptors, which are directly covered by the ER_status_label (P013) and PR_status_label (P014) prototypes, allowing for a complete distinction among the provided choices.",True
TCGA-D8-A1JK,what was the reaction of the her2 protein test in the invasive cancerous cells?,"[""positive reaction"", ""negative reaction"", ""inconclusive result"", ""no her2 protein detected""]",phenotype_direct,direct,"[""P015""]","[""HER2_status_label""]",1.0,"The question asks for the HER2 protein test reaction, which is directly covered by the HER2_status_label prototype (P015) that distinguishes between positive and negative status.",True
TCGA-D8-A1JK,what is the tumor grade of the breast?,"[""nhg1"", ""nhg2"", ""nhg3"", ""nhg4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the tumor grade, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between grade 1, 2, and 3.",True
TCGA-D8-A1JK,what is the pathological tumor size of the breast?,"[""pt1"", ""pt2"", ""pt3"", ""pt4""]",nonvisual,none,[],[],0.0,Pathological tumor size (pT category) is a global measurement of the entire specimen that cannot be determined from local H&E patches or WSI-derived morphology prototypes.,False
TCGA-A2-A0CK,what was the size of the tumor?,"[""0.5 cm"", ""0.5 mm"", ""1.5 cm"", ""2.5 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring whole-specimen assessment or clinical report data, which cannot be determined from local H&E morphology patches or the available WSI-derived phenotype prototypes.",False
TCGA-A2-A0CK,what was the pre-operative diagnosis?,"[""malignancy"", ""fibrous tissue"", ""saa"", ""lobular carcinoma in situ""]",nonvisual,none,[],[],0.0,"The question asks for the 'pre-operative diagnosis', which is a clinical report fact or metadata derived from the patient's history prior to the current WSI analysis, not a local H&E morphological feature assessable by the provided WSI-derived prototypes.",False
TCGA-A2-A0CK,what was the ajcc staging determined for this case?,"[""stage 0"", ""stage i"", ""stage ii"", ""stage iii""]",phenotype_direct,direct,"[""P016""]","[""ajcc_pathologic_stage""]",1.0,"The question explicitly asks for the AJCC pathologic stage, which is directly covered by prototype P016 (ajcc_pathologic_stage) that provides the specific stage labels matching the choices.",True
TCGA-A2-A0CK,what was the result of the evaluation for her2-neu overexpression?,"[""positive (3+)"", ""negative (1+)"", ""inconclusive"", ""not tested""]",nonvisual,none,[],[],0.0,"The question asks for the specific result of a clinical HER2 evaluation (overexpression), which requires a measured assay result (IHC score/FISH) or documented report fact, whereas the available HER2 prototype (P015) only provides a WSI-derived binary status prediction and explicitly states it is not a measured clinical assay.",False
TCGA-A2-A0CK,what was the result of the her2/neu fish analysis?,"[""gene amplification detected"", ""gene amplification not detected"", ""inconclusive"", ""not tested""]",nonvisual,none,[],[],0.0,"The question asks for the specific result of a HER2/neu FISH analysis (gene amplification status), which is a measured molecular assay result, not a WSI-derived morphological or status prediction; therefore, no available prototype covers this specific assay fact.",False
TCGA-A2-A0CK,what was the result of the er/pr immunostains?,"[""positive"", ""negative"", ""inconclusive"", ""not tested""]",nonvisual,none,[],[],0.0,"The question asks for the specific result of ER/PR immunostains (a measured clinical assay), whereas the available prototypes (P013, P014) only provide WSI-derived predictions of status, not the actual laboratory test results or IHC scores.",False
TCGA-OL-A5RX,what was the grade of the invasive ductal carcinoma found in the patient?,"[""grade 1"", ""grade 2"", ""grade 3"", ""grade 4""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the histologic grade (Grade 1, 2, or 3), which is directly covered by the histologic_grade_label prototype (P006) that distinguishes these specific classes.",True
TCGA-OL-A5RX,was there any blood vessel or lymphatic invasion identified in the mastectomy specimen?,"[""yes"", ""no"", ""not mentioned"", ""inconclusive""]",phenotype_direct,direct,"[""P007""]","[""lymphovascular_invasion_label""]",1.0,"The question asks for the presence of lymphovascular invasion, which is directly covered by the lymphovascular_invasion_label prototype (P007) distinguishing between negative and positive.",True
TCGA-OL-A5RX,what is the ptnm staging of the tumor in the patient?,"[""pt1c(m), no, mx"", ""ptx, no, m0"", ""pt1c(m), n1, m0"", ""pt1c(m), no, m1""]",nonvisual,none,[],[],0.0,"PTNM staging requires exact clinical measurements (tumor size, lymph node count, metastasis status) and report-dependent classification that cannot be derived from local H&E morphology or the available WSI-derived phenotype prototypes.",False
TCGA-OL-A5RX,what type of changes were found in the breast tissue of the patient?,"[""columnar cell changes, duct ectasia, and fibroadenoma"", ""apocrine metaplasia, intraductal papilloma, and fragments of implant capsule"", ""focal lactational changes and intraductal hyperplasia"", ""all of the above""]",nonvisual,none,[],[],0.0,"The question asks for a comprehensive list of specific benign and foreign body findings (columnar cell changes, duct ectasia, fibroadenoma, apocrine metaplasia, intraductal papilloma, implant capsule) which are not covered by the provided carcinoma-focused prototypes (P001-P017) and require report-level or macroscopic/microscopic synthesis not available via local H&E patches alone.",False
TCGA-OL-A5RX,were the excisional biopsy margins free of tumor?,"[""yes"", ""no"", ""not mentioned"", ""inconclusive""]",nonvisual,none,[],[],0.0,"Determining whether excisional biopsy margins are free of tumor requires assessment of the entire specimen's peripheral boundaries, which is a global macroscopic and microscopic extent fact not covered by local H&E morphology prototypes or WSI-derived phenotype predictions.",False
TCGA-A2-A3XY,what is the final diagnosis of the patient?,"[""invasive ductal carcinoma (no special type) in right breast"", ""ductal carcinoma in situ in the left breast"", ""fibrocystic changes"", ""usual ductal hyperplasia""]",nonvisual,none,[],[],0.0,"The question asks for the 'final diagnosis' which implies a definitive clinical conclusion including laterality ('right' vs 'left') and exclusion of benign entities ('fibrocystic changes', 'hyperplasia') that cannot be resolved by local WSI morphology prototypes alone without global context or report verification.",False
TCGA-A2-A3XY,what is the nuclear grade of the ductal carcinoma in situ?,"[""grade 1"", ""grade 2"", ""grade 3"", ""not provided in the information.""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the nuclear grade of DCIS, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between grade 1, 2, and 3.",True
TCGA-A2-A3XY,what are the hormone receptors of the patient?,"[""estrogen receptors positive, progesterone receptors negative"", ""estrogen receptors negative, progesterone receptors positive"", ""both estrogen and progesterone receptors positive"", ""both estrogen and progesterone receptor negative""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",1.0,"Prototypes P013 (ER_status_label) and P014 (PR_status_label) directly provide the binary positive/negative status for estrogen and progesterone receptors, which fully distinguishes all four answer choices.",True
TCGA-A2-A3XY,is there any necrosis present in the tumor?,"[""yes, necrosis is present in invasive carcinoma but not in ductal carcinoma in situ"", ""yes, necrosis is present in ductal carcinoma in situ but not in invasive carcinoma"", ""no, there is no necrosis in either invasive or ductal carcinoma in situ"", ""yes, necrosis is present in both invasive and ductal carcinoma in situ.""]",phenotype_direct,direct,"[""P008""]","[""necrosis_binary""]",1.0,"The question asks specifically about the presence of necrosis, which is directly covered by the necrosis_binary prototype (P008) that distinguishes 'yes' from 'no'.",True
TCGA-A2-A3XY,how big is the unifocal tumor?,"[""1.5 cm in greatest dimension"", ""2.0 cm in greatest dimension"", ""2.5 cm in greatest dimension"", ""3.0 cm in greatest dimension""]",nonvisual,none,[],[],0.0,"Tumor size in centimeters is a macroscopic measurement requiring whole-specimen assessment or clinical report data, which cannot be determined from local H&E morphology patches or the available WSI-derived phenotype prototypes.",False
TCGA-D8-A27M,what type of cancer has the patient been diagnosed with?,"[""lung cancer"", ""breast cancer"", ""skin cancer"", ""colon cancer""]",nonvisual,none,[],[],0.0,"The question asks for the primary site of cancer (lung, breast, skin, colon), which is a clinical diagnosis or macroscopic finding not resolvable by breast-specific histological prototypes or local H&E morphology patches.",False
TCGA-D8-A27M,what is the size of the tumor?,"[""1.5 x 0.8 x 1.2 cm"", ""3.2 x 1.6 x 2.4 cm"", ""2.6 x 1.2 x 1.8 cm"", ""2.0 x 1.0 x 1.5 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring physical specimen assessment or report retrieval, which cannot be determined from local H&E morphology or the available WSI-derived phenotype prototypes.",False
TCGA-D8-A27M,does the cancer have estrogen and progesterone receptors?,"[""yes"", ""no"", ""the slide doesn't mention it"", ""insufficient information""]",phenotype_direct,direct,"[""P013"", ""P014""]","[""ER_status_label"", ""PR_status_label""]",1.0,"Prototypes P013 (ER_status_label) and P014 (PR_status_label) directly provide the binary positive/negative status for estrogen and progesterone receptors, which fully resolves the 'yes/no' choices in the question.",True
TCGA-D8-A27M,was the her2 protein staining positive or negative?,"[""positive"", ""negative"", ""the slide doesn't mention it"", ""insufficient information""]",phenotype_direct,direct,"[""P015""]","[""HER2_status_label""]",1.0,"The question asks for HER2 protein staining status, which is directly covered by the HER2_status_label prototype (P015) that distinguishes between positive and negative states.",True
TCGA-D8-A27M,what is the assigned histopathological grade?,"[""nhg1"", ""nhg2"", ""nhg3"", ""the slide doesn't mention it""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the histopathological grade, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between grade 1, 2, and 3.",True
TCGA-AO-A1KP,what is the recommended treatment for the patient?,"[""lumpectomy"", ""chemotherapy"", ""total mastectomy"", ""radiation therapy""]",nonvisual,none,[],[],0.0,"Treatment recommendations depend on clinical factors (tumor size, nodal status, patient comorbidities) and specific assay results (ER/PR/HER2 scores, Ki-67) that are not directly resolvable by the available WSI-derived morphology prototypes or local H&E patches.",False
TCGA-AO-A1KP,what is the diagnosis of the patient based on?,"[""biopsy results"", ""physical examination"", ""imaging tests"", ""special studies""]",nonvisual,none,[],[],0.0,"The question asks for the clinical diagnostic basis (biopsy vs. physical exam vs. imaging vs. special studies), which is a metadata or report-fact attribute not derivable from local H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-AO-A1KP,what is the nuclear grade of the invasive ductal carcinoma?,"[""high"", ""low"", ""moderate"", ""not mentioned""]",phenotype_direct,direct,"[""P006""]","[""histologic_grade_label""]",1.0,"The question asks for the nuclear grade of invasive ductal carcinoma, which is directly covered by the histologic_grade_label prototype (P006) that distinguishes between low, intermediate, and high grades.",True
TCGA-AO-A1KP,are all the tumor masses well-circumscribed and firm?,"[""yes"", ""no"", ""not mentioned"", ""cannot be determined""]",nonvisual,none,[],[],0.0,The question asks for macroscopic gross pathology features (well-circumscribed and firm consistency) which cannot be determined from microscopic H&E morphology or the provided WSI-derived phenotype prototypes.,False
TCGA-OL-A66P,what is the finding in the superior mastectomy flap?,"[""invasive ductal carcinoma;"", ""fibroadipose tissue with focal fat necrosis;"", ""atypical ductal hyperplasia;"", ""fibroadenomatous changes.""]",morphology_only,none,[],[],0.0,"The question asks for the specific histologic finding (fibroadipose tissue with focal fat necrosis vs. benign changes) in a mastectomy flap, which is a local morphological assessment of benign background tissue not covered by the provided carcinoma-focused prototypes.",True
TCGA-OL-A66P,how many foci of invasive ductal carcinoma are found in the breast simple mastectomy?,"[""one;"", ""two;"", ""three;"", ""four.""]",nonvisual,none,[],[],0.0,"The question asks for the exact count of tumor foci (one, two, three, four), which is a global specimen-level metric requiring exhaustive review of the entire mastectomy specimen; this cannot be determined from local H&E patches or WSI-derived phenotype prototypes that only predict presence/type/grade.",False
TCGA-OL-A66P,what is one of the changes mentioned in the slide outside the primary finding?,"[""metastatic carcinoma;"", ""fibroadipose tissue in the inferior and medial flaps;"", ""intraductal carcinoma in situ;"", ""normal breast tissue.""]",morphology_only,none,[],[],0.0,"The question asks for a specific description of background tissue ('fibroadipose tissue') outside the primary finding, which is a local H&E morphological detail not covered by the provided histological type or molecular status prototypes.",True
TCGA-D8-A73U,what is the clinical diagnosis of the patient?,"[""suspicion of cancer in the right breast"", ""suspicion of cancer in the left breast"", ""suspicion of cancer in both breasts"", ""suspicion of cancer in an unknown location""]",nonvisual,none,[],[],0.0,"The question asks for the clinical diagnosis regarding the specific breast location (right, left, both, or unknown), which is a metadata or report-dependent fact not derivable from local H&E morphology or the provided histological/molecular prototypes.",False
TCGA-D8-A73U,what is the histopathological examination result of the tumor?,"[""invasive ductal carcinoma"", ""invasive lobular carcinoma"", ""ductal carcinoma in situ"", ""fibroadenoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,The histological_type_label prototype (P001) directly covers the four specific carcinoma and benign diagnosis choices provided in the question.,True
TCGA-D8-A73U,what was the size of the tumor?,"[""4x2.2x1.6cm"", ""2x1.6x4cm"", ""1.6x2x4cm"", ""2.2x4x1.6cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring whole-specimen assessment or report documentation, which cannot be determined from local H&E morphology patches or the available WSI-derived phenotype prototypes.",False
TCGA-D8-A73U,what type of carcinoma was identified microscopically?,"[""invasive ductal carcinoma"", ""invasive lobular carcinoma"", ""ductal carcinoma in situ"", ""fibroadenoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histologic type of carcinoma, which is directly covered by the 'histological_type_label' prototype (P001) that distinguishes between ductal carcinoma in situ, infiltrating ductal carcinoma, infiltrating lobular carcinoma, and other types, effectively resolving the provided choices.",True
TCGA-D8-A73U,what percentage of neoplastic cell nuclei had estrogen and progesterone receptors?,"[""15%"", ""25%"", ""50%"", ""75%""]",nonvisual,none,[],[],0.0,"The question asks for a specific quantitative percentage of positive nuclei, which requires a measured IHC assay result or report fact; available prototypes only provide binary positive/negative status predictions and cannot resolve the specific numerical choices.",False
TCGA-AO-A12D,what does the pathological slide indicate about the biopsy of the breast?,"[""the biopsy is negative for carcinoma"", ""the biopsy is positive for carcinoma"", ""the biopsy is positive for sclerosing adenosis"", ""the biopsy is positive for focal ductal carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",0.95,"The histological_type_label prototype (P001) directly covers the core semantic distinction between the choices: carcinoma (IDC, ILC, DCIS) versus non-carcinoma (sclerosing adenosis) or specific focal carcinoma types, allowing the system to resolve the primary diagnostic category.",True
TCGA-AO-A12D,what other findings are mentioned in the pathological slide?,"[""no other findings are mentioned"", ""the presence of sclerosing adenosis and focal ductal carcinoma"", ""the biopsy is positive for carcinoma"", ""the slide does not mention any other findings""]",morphology_only,none,[],[],0.0,"The question asks for 'other findings' (e.g., sclerosing adenosis, focal ductal carcinoma) which are specific benign or additional histologic entities not covered by the provided carcinoma-type prototypes (P001-P017); these require local H&E morphology assessment.",True
TCGA-AO-A12D,what additional tests are pending according to the slide?,"[""no additional tests are pending"", ""staining and test results"", ""biopsy results"", ""the slide does not mention any additional tests""]",nonvisual,none,[],[],0.0,"The question asks for administrative or report-based information regarding pending tests, which cannot be determined from H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-AO-A12D,is the diagnosis of carcinoma confirmed by the pathological slide?,"[""no, it is not confirmed"", ""yes, it is confirmed"", ""the slide does not provide a diagnosis"", ""the slide is inconclusive""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The presence of any carcinoma type (IDC, ILC, DCIS, etc.) in the histological_type_label directly confirms the diagnosis of carcinoma, distinguishing it from non-carcinoma conditions.",True
TCGA-E9-A1RE,what was the size of the tumor found in the breast?,"[""2.5 cm"", ""3.5 cm"", ""4.5 cm"", ""5.5 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring whole-specimen assessment or clinical report data, which cannot be determined from local H&E morphology patches or the available WSI-derived phenotype prototypes.",False
TCGA-E9-A1RE,what type of carcinoma was found?,"[""infiltrating lobular carcinoma"", ""ductal carcinoma in situ"", ""infiltrating ductal carcinoma"", ""invasive lobular carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks for the specific histologic type of carcinoma, which is directly covered by the 'histological_type_label' prototype (P001) that distinguishes between ductal and lobular carcinoma types and in situ vs invasive states.",True
TCGA-E9-A1RE,were the margins of the tumor involved?,"[""yes"", ""no"", ""not specified"", ""partially""]",nonvisual,none,[],[],0.0,"Margin involvement is a global specimen-level fact (distance to margin, exact extent) not assessable from local H&E patches or covered by any available WSI-derived phenotype prototype.",False
TCGA-E9-A1RE,was there evidence of venous invasion?,"[""yes"", ""no"", ""not specified"", ""partial evidence""]",nonvisual,none,[],[],0.0,"The question asks specifically for 'venous invasion', but the available prototype P007 only covers 'lymphovascular_invasion_label' (a combined category) and does not distinguish between lymphatic and venous components; furthermore, the question includes 'not specified' and 'partial evidence' as choices, which are report-dependent or metadata facts not resolvable by WSI morphology prototypes.",False
TCGA-D8-A1JB,what was the size of the tumor in the breast?,"[""3.0 x 2.1 x 1.3 cm"", ""2.0 x 1.5 x 1.0 cm"", ""4.5 x 3.2 x 2.0 cm"", ""1.8 x 1.3 x 0.9 cm""]",nonvisual,none,[],[],0.0,"Tumor size is a macroscopic measurement requiring gross pathology or report data, which cannot be inferred from WSI-derived morphology prototypes or local H&E patches.",False
TCGA-D8-A1JB,what additional lesions were found in the glandular tissue?,"[""lobular carcinoma in situ (lcs) and mastopathia fibrosa et cystica"", ""adenosis sclerosans and calcifications"", ""columnar cell changes (ccc) and ductal carcinoma in situ (ocis)"", ""hyperplasia ductalis simplex (udh) and adenosis sclerosans""]",morphology_only,none,[],[],0.0,"The question asks for specific benign and pre-malignant glandular lesions (e.g., adenosis, mastopathy, columnar cell changes) which are architectural and cytological patterns not covered by the provided carcinoma-focused prototypes (P001-P017).",True
TCGA-D8-A1JB,what was the diagnosis of the cancer in the breast?,"[""invasive ductal carcinoma (nhg2) with foci of ductal carcinoma in situ (ocis)"", ""invasive lobular carcinoma with foci of ductal carcinoma in situ (ocis)"", ""metastatic carcinoma in axillary lymph node no. 1/viii"", ""lobular carcinoma in situ (lcs) and mastopathia fibrosa et cystica, hyperplasia ductalis simplex (udh)""]",phenotype_direct,direct,"[""P001"", ""P002"", ""P003"", ""P004""]","[""histological_type_label"", ""ductal_binary"", ""lobular_binary"", ""dcis_binary""]",0.95,"The question asks for the specific histologic diagnosis, and the combination of the histological type label (P001) and binary presence flags for ductal (P002), lobular (P003), DCIS (P004), and LCIS (P005) components provides sufficient semantic coverage to distinguish between the four provided diagnostic choices.",True
TCGA-D8-A1JB,what was the immunophenotype of the neoplastic cells?,"[""e-cadherin positive and ck7 positive"", ""estrogen receptors positive and progesterone receptors positive"", ""her2 staining with a score of 2+"", ""her2/neu gene amplification""]",nonvisual,none,[],[],0.0,"The question asks for specific immunophenotypic markers (E-cadherin, CK7, ER, PR, HER2 score, and gene amplification) which are measured assay results or report facts, not WSI-derived morphological or binary status predictions covered by the available prototypes.",False
TCGA-C8-A1HJ,what is the chief complaint of the patient?,"[""breast tumor"", ""symptomatic"", ""lump in the breast"", ""pain""]",nonvisual,none,[],[],0.0,"The question asks for the patient's chief complaint (a clinical history fact), which cannot be determined from H&E morphology or the provided pathology prototypes.",False
TCGA-C8-A1HJ,what are the symptoms slideed by the patient?,"[""breast tumor"", ""symptomatic"", ""pain"", ""lump in the breast""]",nonvisual,none,[],[],0.0,"The question asks for patient-reported symptoms (e.g., pain, lump), which are clinical history facts not assessable from H&E morphology or any provided WSI-derived phenotype prototypes.",False
TCGA-C8-A1HJ,what is the performance scale of the patient?,"[""symptomatic, in bed less than 50% of the day"", ""breast tumor"", ""lump in the breast"", ""pain""]",nonvisual,none,[],[],0.0,"The question asks for the patient's performance scale (e.g., ECOG), which is a clinical status metric regarding daily activity limitations and cannot be inferred from breast histology morphology or molecular status prototypes.",False
TCGA-C8-A1HJ,what is the menopausal status of the patient?,"[""post-menopausal"", ""breast tumor"", ""lump in the breast"", ""pain""]",nonvisual,none,[],[],0.0,Menopausal status is a clinical demographic fact not derivable from H&E morphology or the provided breast pathology prototypes.,False
TCGA-C8-A1HJ,what methods of birth control does the patient use?,"[""condom, oral contraceptive or iud"", ""breast tumor"", ""symptomatic"", ""pain""]",nonvisual,none,[],[],0.0,"The question asks for patient history regarding birth control methods, which is a clinical metadata fact not assessable from H&E morphology or any provided breast pathology prototypes.",False
TCGA-C8-A1HJ,what information is not provided in the caption?,"[""results of diagnostic studies"", ""microscopic appearance of the tumor"", ""birth control methods"", ""menopausal status""]",nonvisual,none,[],[],0.0,"The question asks for information absent from the caption (e.g., birth control, menopausal status), which are clinical history/metadata facts not assessable via H&E morphology or the provided WSI-derived phenotype prototypes.",False
TCGA-A2-A1FW,what kind of cancer did the patient have?,"[""leukemia"", ""invasive ductal carcinoma"", ""lung cancer"", ""breast fibroadenoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The histological_type_label prototype (P001) directly covers the specific carcinoma types listed in the choices (invasive ductal carcinoma) and excludes non-breast cancers and benign lesions, allowing for a definitive distinction among the options.",True
TCGA-A2-A1FW,what surgical procedures did the patient undergo?,"[""colonoscopy and biopsy"", ""endoscopy and abdominal surgery"", ""mastectomy and sentinel lymph node biopsy"", ""hysterectomy and oophorectomy""]",nonvisual,none,[],[],0.0,"The question asks for specific surgical procedures (e.g., mastectomy, colonoscopy), which are clinical treatment facts not derivable from breast histology morphology or molecular status prototypes.",False
TCGA-A2-A1FW,what was the size of the tumor?,"[""75 mm"", ""9"", ""4 and 6"", ""13""]",nonvisual,none,[],[],0.0,Tumor size is a macroscopic measurement not assessable from H&E morphology or covered by any available WSI-derived phenotype prototypes.,False
TCGA-A2-A1FW,what is the final pathological stage of the cancer?,"[""stage ia"", ""stage iiib"", ""stage iiia"", ""stage iv""]",phenotype_direct,direct,"[""P016""]","[""ajcc_pathologic_stage""]",1.0,"The question asks for the final pathological stage, which is directly covered by the AJCC pathologic stage prototype (P016) that distinguishes between Stage IA, IIIB, IIIA, and IV.",True
TCGA-A2-A1FW,what additional findings were noted on examination?,"[""no abnormalities were observed"", ""extensive angiolymphatic invasion and microcalcifications"", ""fibrocystic changes"", ""incidental fibroadenoma""]",morphology_only,none,[],[],0.0,"The question asks for a comprehensive list of additional findings including benign entities (fibroadenoma, fibrocystic changes) and specific morphological features (microcalcifications, angiolymphatic invasion) that are not covered by the available histological type or binary phenotype prototypes, requiring local H&E morphology assessment.",True
TCGA-A2-A25A,what type of carcinoma was observed in the breast?,"[""ductal carcinoma"", ""lobular carcinoma"", ""squamous cell carcinoma"", ""basal cell carcinoma""]",phenotype_direct,direct,"[""P001""]","[""histological_type_label""]",1.0,"The question asks to distinguish between specific carcinoma types (ductal vs. lobular vs. others), which is the exact semantic domain of the histological_type_label prototype (P001) that covers these specific labels.",True
TCGA-A2-A25A,what type of hyperplasia was observed in the breast?,"[""atypical lobular hyperplasia"", ""atypical ductal hyperplasia"", ""focal hyperplasia"", ""ductal hyperplasia""]",morphology_only,none,[],[],0.0,"The question asks for specific hyperplasia architecture (atypical vs focal vs ductal), which is a local H&E morphological distinction not covered by the provided carcinoma-focused prototypes.",True
TCGA-A2-A25A,what was the percentage of nuclear staining for progesterone receptors in the patient's breast?,"[""70-80%"", ""80-90%"", ""90-100%"", ""50-60%""]",nonvisual,none,[],[],0.0,"The question requests an exact quantitative percentage of nuclear staining (50-60%, 70-80%, etc.), which is a specific measured assay result or report fact. The available prototypes (P014) only provide a binary positive/negative status prediction and cannot resolve the specific percentage ranges required by the choices.",False
TCGA-A2-A25A,was her2/neu amplification observed in the patient's slide?,"[""yes"", ""no"", ""unclear"", ""not mentioned""]",nonvisual,none,[],[],0.0,"The question asks specifically about 'HER2/neu amplification', which is a molecular assay result (FISH or similar) distinct from the WSI-derived 'HER2_status_label' (IHC-based positive/negative) provided in the prototype catalog; therefore, no visual prototype covers the specific semantic distinction of amplification versus overexpression or the exact assay result.",False
TCGA-A2-A25A,what significant findings were observed in the patient's slide apart from breast carcinoma?,"[""no other significant finding is mentioned in the slide."", ""enlarged lymph nodes were observed."", ""malignant cells were found in the bone."", ""c:malignant cells were found in the bone. d:multiple metastases were observed in the liver.""]",nonvisual,none,[],[],0.0,"The question asks for findings outside the breast slide (e.g., bone metastasis, liver metastases, enlarged lymph nodes), which are global clinical or macroscopic facts not assessable via local H&E morphology or the provided breast-specific phenotype prototypes.",False
TCGA-A2-A25A,which breast was scheduled for sentinel node biopsy?,"[""right breast"", ""left breast"", ""both breasts"", ""unclear""]",nonvisual,none,[],[],0.0,Determining which breast was scheduled for sentinel node biopsy is a clinical procedural fact or report metadata that cannot be inferred from H&E morphology or WSI-derived phenotype prototypes.,False
